iter	Passed	Remaining
729	974	360
730	975	359
731	976	357
732	978	356
733	979	354
734	980	353
735	981	352
736	982	350
737	983	349
738	984	347
739	985	346
740	987	345
741	988	343
742	989	342
743	990	340
744	990	339
745	991	337
746	992	336
747	993	334
748	994	333
749	995	331
750	996	330
751	997	328
752	998	327
753	999	325
754	1000	324
755	1001	323
756	1002	321
757	1003	320
758	1004	319
759	1005	317
760	1006	316
761	1007	314
762	1008	313
763	1009	311
764	1011	310
765	1012	309
766	1013	307
767	1014	306
768	1015	305
769	1017	303
770	1018	302
771	1019	300
772	1020	299
773	1021	298
774	1021	296
775	1022	295
776	1023	293
777	1024	292
778	1025	290
779	1026	289
780	1027	288
781	1028	286
782	1029	285
783	1030	283
784	1031	282
785	1033	281
786	1034	279
787	1035	278
788	1036	277
789	1037	275
790	1039	274
791	1040	273
792	1041	271
793	1042	270
794	1042	268
795	1043	267
796	1044	266
797	1045	264
798	1046	263
799	1047	261
800	1048	260
801	1049	259
802	1050	257
803	1051	256
804	1052	254
805	1053	253
806	1054	252
807	1055	250
808	1056	249
809	1057	247
810	1057	246
811	1058	245
812	1059	243
813	1060	242
814	1061	241
815	1062	239
816	1063	238
817	1064	236
818	1065	235
819	1066	234
820	1067	232
821	1068	231
822	1069	229
823	1069	228
824	1070	227
825	1071	225
826	1072	224
827	1073	223
828	1074	221
829	1075	220
830	1076	218
831	1077	217
832	1078	216
833	1079	214
834	1080	213
835	1081	212
836	1082	210
837	1083	209
838	1084	208
839	1084	206
840	1085	205
841	1086	203
842	1087	202
843	1088	201
844	1089	199
845	1090	198
846	1091	197
847	1092	195
848	1093	194
849	1094	193
850	1094	191
851	1095	190
852	1097	189
853	1097	187
854	1098	186
855	1099	185
856	1100	183
857	1101	182
858	1102	180
859	1103	179
860	1104	178
861	1105	176
862	1106	175
863	1107	174
864	1108	172
865	1109	171
866	1109	170
867	1110	168
868	1111	167
869	1112	166
870	1113	164
871	1114	163
872	1115	162
873	1116	160
874	1117	159
875	1118	158
876	1119	156
877	1120	155
878	1120	154
879	1122	153
880	1123	151
881	1124	150
882	1124	149
883	1125	147
884	1126	146
885	1127	145
886	1128	143
887	1129	142
888	1130	141
889	1131	139
890	1132	138
891	1133	137
892	1133	135
893	1134	134
894	1135	133
895	1136	131
896	1137	130
897	1138	129
898	1139	128
899	1140	126
900	1141	125
901	1142	124
902	1143	122
903	1144	121
904	1145	120
905	1145	118
906	1146	117
907	1147	116
908	1148	115
909	1149	113
910	1150	112
911	1151	111
912	1152	109
913	1153	108
914	1154	107
915	1155	105
916	1156	104
917	1157	103
918	1158	102
919	1159	100
920	1160	99
921	1161	98
922	1162	96
923	1162	95
924	1163	94
925	1164	93
926	1165	91
927	1167	90
928	1168	89
929	1168	87
930	1169	86
931	1170	85
932	1171	84
933	1172	82
934	1173	81
935	1174	80
936	1175	79
937	1176	77
938	1177	76
939	1177	75
940	1178	73
941	1179	72
942	1180	71
943	1181	70
944	1182	68
945	1183	67
946	1184	66
947	1185	65
948	1186	63
949	1187	62
950	1188	61
951	1189	59
952	1189	58
953	1190	57
954	1191	56
955	1192	54
956	1193	53
957	1194	52
958	1195	51
959	1196	49
960	1197	48
961	1198	47
962	1199	46
963	1200	44
964	1200	43
965	1201	42
966	1202	41
967	1203	39
968	1204	38
969	1205	37
970	1206	36
971	1207	34
972	1208	33
973	1208	32
974	1210	31
975	1211	29
976	1212	28
977	1213	27
978	1214	26
979	1215	24
980	1215	23
981	1216	22
982	1217	21
983	1218	19
984	1219	18
985	1220	17
986	1221	16
987	1222	14
988	1223	13
989	1224	12
990	1225	11
991	1226	9
992	1227	8
993	1228	7
994	1229	6
995	1229	4
996	1230	3
997	1231	2
998	1232	1
999	1233	0
